index,count,hate_speech,offensive_language,neither,class,tweet
139,5,0,0,5,2,i'm gonna have to gamble that we don't get attacked right away
140,5,0,0,5,2,trying to find another city-state somewhere near australia so we can use them to attack australia
141,5,0,0,5,2,it belongs to rome rebellion in 26 turns
142,5,0,0,5,2,it took one attack to kill my elephant
143,5,0,0,5,2,ancient walls right we should be able to attack this i'm going to be so pissed if that's not ancient walls
144,5,0,0,5,2,"Venice was turned into an irradiated pile of carbon, by Gandhi's first nuclear bomb. "
145,5,0,0,5,2,I can proudly say I'm finally rid of you
146,5,0,0,5,2,there's just a massive eyesore of all your smelly soldiers just like camping out
147,5,0,0,5,2,"Then... Gandhi [Nuclear proliferation] -Oh, I hate Gandhi."
148,5,0,0,5,2,I killed your great general i abducted him in an airship
149,5,0,0,5,2, he's going to attack the horsemen let's go civil service two sources
150,5,0,0,5,2,we already killed or are killing that one scout so hopefully we can kill three barbarians to boost this
151,5,0,0,5,2,Canada might have to kill you but at least they'll apologize for it
152,5,0,0,5,2,they just declared war
153,5,0,0,5,2,it's going to take a little more effort but we can still kill the city
154,5,0,0,5,2,oh I phone some dirty Germans
155,5,0,0,5,2,there's gonna be a rebellion soon
156,5,0,0,5,2,we'll keep attacking indonesia
157,5,0,0,5,2,I've taken all the original capitals but there's still some more conquering to do
158,5,0,0,5,2,let's begin attacking the city 
159,5,0,0,5,2,so let's just attack the warrior unit wait till this immortal comes in 
160,5,0,0,5,2,he just killed himself onto my warrior let's keep moving
161,5,0,0,5,2,I'm sending Spearman out to kill your missionaries right now
162,5,0,0,5,2,it's time to plan my attack on Paris I have four nukes that I didn't tell you about
163,5,0,0,5,2, the walls are absolutely insane ranged attack and the next turn will finish off the city
164,5,0,0,5,2,I found Mecca totally gonna invade that later
165,5,0,0,5,2,Katmandu are burning all of their horses what a bunch of [ __ ]
166,5,0,0,5,2,I do like diplomacy with the barbarian tribes and the ability to pay them to attack another civ
167,5,0,0,5,2,this raid clan earned gold the outpost will remain attack
168,5,0,0,5,2,I can build like nukes I can do that if you want me to burn you
169,5,0,0,5,2,they kill the units but he's probably going to die next turn
170,5,0,0,5,2,oh Jesus Christ yeah they killed that guy hard
171,5,0,0,5,2,we either all die together or we all die separately
172,5,0,0,5,2,kill more gold with the capture of the city
173,5,0,0,5,2,I might as well get an artist killed
174,5,0,0,5,2,I'm gonna be like you know what I hate everyone everyone's okay kill you Alex
175,5,0,0,5,2,there's a lot of archers to kill
176,5,0,0,5,2,Genghis is gonna get a whole bunch of horses soon and probably invade
177,5,0,0,5,2,you killed my dude because he's red
178,5,0,0,5,2,Zanzibar attacked me so I was like quick peace 
179,5,0,0,5,2,the city state is dead so the encampment is dead so the scout should try to suicide onto me
180,5,0,0,5,2,let's see what they have to be up against oh it's a massacre oh it's horrible oh my god
181,5,0,0,5,2,there are some giant robots of death and of course it's Japan to build it first they are likely to take out this India
182,5,0,0,5,2,i feel like they can do some damage looking at the tech tree
183,5,0,0,5,2,what's a little genocide between friends
184,5,0,0,5,2,I'll make this city a puppet I won't kill everyone but now they all work for me
185,5,0,0,5,2,it's the 400th anniversary of our blood feud
186,5,0,0,5,2,it is much more likely to end up dying or becoming enslaved or something like that
187,5,0,0,5,2,"Nuclear weapons became common place, and the war became even more devastating"
188,5,0,0,5,2,there's just too many people mostly because I'm not killing all of them
189,5,0,0,5,2,opposing civilizations receive double their awareness for fighting against gandhi
190,5,0,0,5,2,we'll attack a hokia next turn
191,5,0,0,5,2,the archer can attack you so you're actually gonna just back out here
192,5,0,0,5,2,saladin's over here hard to attack on the water which kind of sucks so it looks like we're gonna need to bring an army over here
193,5,0,0,5,2,D'awww. Wars can be such a great family bonding experience!
194,5,0,0,5,2,knock knock surprise you're dead let's do it who are you to oppose hammurabi
195,5,0,0,5,2,I then swarmed Medina as fast as I could and took it down within ten years
196,5,0,0,5,2,i have no doubt that we shall kill it it's just going to take us a minute
197,5,0,0,5,2,we're probably gonna need archers and legions before we attack him
198,5,0,0,5,2, begin the attack on roxborough
199,5,0,0,5,2,England is attacking Scotland we've got to see if they survive
200,5,0,0,5,2,yeah kill all the natives
201,5,0,0,5,2,I'm the supreme leader hard leading a country is hard and people are rioting
202,5,0,0,5,2,as for Africa I don't think any great power is gonna come from here
203,5,0,0,5,2,Gandhi murdered my family
204,5,0,0,5,2,stop massive Asian empires from reaching any further into Europe
205,5,0,0,5,2,you all the Greeks know I want Machu Picchu
206,5,0,0,5,2,I'm also simultaneously destroying the Siamese
207,5,0,0,5,2,I think this city is pretty much useless now
208,5,0,0,5,2,i want to get the kill with the slinger here but it takes two turns to move an attack
209,5,0,0,5,2,oh wow and India is dead too so both Indians have been killed again by Cynthia and Korea
210,5,0,0,5,2,i think you could kill him right right hokia really kind of screwed us over a little bit
211,5,0,0,5,2,i could keep this archer here and attack um these archers the problem with that though is then i'll get triple attacked now i could also i think i can just straight up kill this guy hmm then we can kill this guy here or at least severely injure him
212,5,0,0,5,2,he even grabbed this Chinese sieve which China's dead oh man
213,5,0,0,5,2,we've got Gandhi over here in the purple and then like sexy mythical Gandhi
214,5,0,0,5,2,George Washington was the first president and killed a bunch of people
215,5,0,0,5,2,Gonna stream some more CIV6 tonight w/ the sis.
216,5,0,0,5,2,can we kill him i think we can yeah 
217,5,0,0,5,2,you could just be a bold America and just steal something
218,5,0,0,5,2, they might get attacked by norway
219,5,0,0,5,2,it was a surprise attack and i'm i'm super happy that he declared war
220,5,0,0,5,2,your best man it tried so hard either killing my guys
221,5,0,0,5,2,now you're killing your own people
222,5,0,0,5,2,we got to start watching the Zulu though I mean they they've got a huge control over Africa
223,5,0,0,5,2,avoid burning to death in the hell you have just created 
224,5,0,0,5,2,I spent 990 years building an army to go to war with Mecca
225,5,0,0,5,2,we will begin the attack on whatever that city's name is nice
226,5,0,0,5,2,Montezuma declares war on me for no reason absolutely no reason it's just he just didn't like the way I looked apparently
227,5,0,0,5,2,we do want to kill three barbarians to get a boost
228,5,0,0,5,2,they are also at worth to Congo it's a big deal you kind of want to take them out early
229,5,0,0,5,2,then the three attacking the city have the siege tower boost
230,5,0,0,5,2,the city has been conquered its irradiated and rebelling
231,5,0,0,5,2,I see Poland mobilizing and they would attack naughty
232,5,0,0,5,2,we'll do the range attack thing one last time and i think the city should fall next turn
233,5,0,0,5,2,i might sneaky surprise war kill the settler or kill the slinger and take the settler for our own
234,5,0,0,5,2,they just out sourced it to some child labor sweatshop in East Asia
235,5,0,0,5,2,watch out for American Gandhi when he sees you have the oil to enter a blood list like a shark smelling blood Gandhi
236,5,0,0,5,2,all of these units can attack buddha
237,5,0,0,5,2, you can come here and attack one of the warriors
238,5,0,0,5,2,it's time for you to die Genghis Khan you will be my true opponent
239,5,0,0,5,2,i'm gonna kill the swordsman with the wall hit here
240,5,0,0,5,2,Kathmandu is being under attacked by barbarians
241,5,0,0,5,2,keep ranch attacking the city actually do a good amount of damage to the defenses
242,5,0,0,5,2,I'm also finally gonna take out France while I've got him exposed
243,5,0,0,5,2,where's the third one cm chinese communist
244,5,0,0,5,2,I'm hated by all of the people on this planet but they don't have enough giant death robots to stop me so haha
245,5,0,0,5,2,we'll hit next turn pretty pissed off vatican's probably gonna be my first victim
246,5,0,0,5,2,wow look at all that damage absolutely massive
247,5,0,0,5,2,Wow in the same year I also erased England from history two years later
248,5,0,0,5,2,we can use venice to attack china
249,5,0,0,5,2,oh Jesus Christ that was horrible that was a [ __ ] massacre all right
250,5,0,0,5,2,kill one of my warriors which kind of sucks but we should be in a better position this time
251,5,0,0,5,2,okay i think this guy's dead
252,5,0,0,5,2,what all right I killed a Bob man traditional Venetian yeah name yeah
253,5,0,0,5,2,we'll keep moving down south we'll take attack that encampment
254,5,0,0,5,2,kill them I swear to God you ungrateful fools I worked so hard for this country
255,5,0,0,5,2,we're probably gonna see a lot of deaths here it just it's just way too crowded
256,5,0,0,5,2,you're already getting rebellion pressure now you're gonna grow pretty quickly but that is interesting oh that's rude now i don't think i can kill you
257,5,0,0,5,2,i nuked you to the hardest and I'm sorry for that
258,5,0,0,5,2,I don't want to piss off people of Islam actually it's lamb scary
259,5,0,0,5,2,these guys will decide to attack me
260,5,0,0,5,2,he decided to attack the archer which he wasn't gonna kill nice
261,5,0,0,5,2,I bet a lot of people are attacking China right now
262,5,0,0,5,2,well that's awkward that is not the settling expected to see but Rome has gone into Africa
263,5,0,0,5,2,Raiders coming in and launching their nuclear warheads at our city
264,5,0,0,5,2,they're now attacking Korea not a bad idea because we saw China's dealing with a lot down here
265,5,0,0,5,2,Wow Hinduism is kind of crazy in Asia
266,5,0,0,5,2,let's move in there i will continue attacking 
267,5,0,0,5,2,now I get to watch daily being burned down to ashes by a million blood hungry Aztecs
268,5,0,0,5,2,all right you're trashing me
269,5,0,0,5,2,80 gold to prevent from attacking spend gold to encourage the clan to attack nearby civilization 
270,5,0,0,5,2,all the boosts we're getting and now we can begin our attack
271,5,0,0,5,2,millions of people are now being oppressed by foreign power
272,5,0,0,5,2,"Now again, probably best thing for black would be the castle here but he plays a Bishop to b6"
273,5,0,0,5,2,"In the Calabrese Counter Gambit, White wants to quickly develop its light-squared bishop and dominate the board against Black"
274,5,0,0,5,2,knight and Queen are both attacking it
275,5,0,0,5,2,Instead they often playing this fun killing move Knight f6
276,5,0,0,5,2,getting the knight out of this attack 
277,5,0,0,5,2,if white continues development
278,5,0,0,5,2, black is very happy so magnus just continues attacking with h5 now 
279,5,0,0,5,2,even though white is better here tall considers that under under time pressure there is no way to play this position with white
280,5,0,0,5,2,94 attacks the queen and after the Queen moves
281,5,0,0,5,2,"In this state, white has a stronger and more desirable position than black"
282,5,0,0,5,2,It is very hard to find the defensive move for black in this position
283,5,0,0,5,2,b4 to offer white more chances
284,5,0,0,5,2,feeling oh my god what how is that a draw by repetition oh my god look who came in this room
285,5,0,0,5,2,"Well, black does have to defend this and also he has to figure out a way how to castle so he plays Queen to f6 preparing knight to e7"
286,5,0,0,5,2,the Queen finally has to move it's best for blacks to just give up the night
287,5,0,0,5,2,white is improving his position by using a double attack on black
288,5,0,0,5,2,it can you know take this long diagonal and attack the Queen side of black
289,5,0,0,5,2,d5 black can't really go for any advantage with the d5 so he goes for tonight to seize the knight
290,5,0,0,5,2,coming with the threat of f3 winning the Queen very unpleasant position for black on the other hand 
291,5,0,0,5,2,"At this current state, white is more likely to win this game than black "
292,5,0,0,5,2,Black #chess team obliterated by #DanishGambit after major swap-down leaves all black’s remaining pieces on their original squares!!
293,5,0,0,5,2,oh my god maxime tricked him holy crap oh my god here comes everyone yelling at dan
294,5,0,0,5,2,if black King will go to c6
295,5,0,0,5,2, material is equal but White's pawn structure is somewhat shattered and the black would definitely have an advantage in this game
296,5,0,0,5,2,black's being a bit greedy which is quite interesting with that f file is quite interesting with that f file
297,5,0,0,5,2,Almost all of Spassky's forces must defend the poor black pawn on d5
298,5,0,0,5,2,I wonder what white was planning against this move Queenie for Czech attacking the bishop
299,5,0,0,5,2,this will be much better for white but even if black doesn't want to go for this immediate a6 white doesn't have to go
300,5,0,0,5,2,it would be just an excellent position for white
301,5,0,0,5,2,what we see on the board is that white is a pawn up and White's King is still safe while black King cannot say the same
302,3,2,1,0,0,"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad"
303,3,3,0,0,0,"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican"
304,3,3,0,0,0,"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn"
305,3,3,0,0,0,"""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" This is why there's black people and niggers"
306,3,2,1,0,0,"""@NoChillPaz: ""At least I'm not a nigger"" http://t.co/RGJa7CfoiT""

Lmfao"
307,3,2,1,0,0,"""@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo"
308,6,3,2,1,0,"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag"
309,3,2,1,0,0,"""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger"
310,3,2,1,0,0,"""@ashlingwilde: @ItsNotAdam is bored supposed to be cute, you faggot?"" Sometimes"
311,3,2,1,0,0,"""@bigbootybishopp: @white_thunduh lassen cc , the coach wants me"" i feel it youll get more my nig no doubt"
312,3,2,1,0,0,"""@jayswaggkillah: Jackies a retard #blondeproblems"" At least I can make a grilled cheese!"
313,3,2,1,0,0,"""@jgabsss: Stacey Dash won &#128166; http://t.co/PDLG46rjOL"" baddest bitch evaaaa"
314,3,2,1,0,0,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."""
315,3,3,0,0,0,"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays"
316,3,2,1,0,0,"""Let's kill cracker babies!"". WTF did I just hear???????? WOW."
317,3,2,1,0,0,"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" &#128563;"
318,3,2,1,0,0,"""Nah its You @NoMeek_JustMilz: &#128514;&#128514;&#128514;&#128514; yo i thought some1 photoshopped my face on that faggot smmfh...i hate yall"" http://t.co/5e2fkQ3Q2T"
319,3,3,0,0,0,"""Our people"". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum. 1488"
320,3,2,1,0,0,"""These sour apple bitter bitches, I'm not fuckin wit em"""
321,3,3,0,0,0,"""We hate niggers, we hate faggots and we hate spics""-kkk rally"
322,3,2,1,0,0,"""We're out here, and we're queer!""
"" 2, 4, 6, hut! We like it in our butt!"""
323,3,2,1,0,0,"""Who the fuck you callin jiggaboo, nigga?!"""
324,3,3,0,0,0,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an"
325,3,2,1,0,0,"""You ain't gunna do shit spear chucker"""
326,3,2,1,0,0,"""You ol trout mouth ass bitch"" 
DEEEEAAAADD"
327,3,2,1,0,0,"""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes"""
328,3,2,1,0,0,"""fuck you you pussy ass hater go suck a dick and die quick"" - Someone, to me, in Youtube comments. I think we'd be good friends."
329,3,2,1,0,0,"""on my way to fuck your bitch in the name of The Lord"" - Mr. Race"
330,3,2,1,0,0,"""poor whitey"" http://t.co/3UkKeyznz8"
331,3,2,0,1,0,"#AZmonsoon lot of rain, too bad it wasn't enough to wash away the teabagger racist white trash in the state. #Tcot #teaparty #azflooding"
332,3,3,0,0,0,#California is full of white trash
333,3,2,1,0,0,#California is full of white trash who moved from #Oklahoma
334,3,2,0,1,0,#DTLA is trash because of non-Europeans are allowed to live there.
335,3,2,0,1,0,#Dutch farmers are white trash.
336,3,3,0,0,0,#Dutch people who live outside of #NewYorkCity are all white trash.
337,3,2,1,0,0,#Iowa is full of white trash
338,3,2,1,0,0,#JesusChrist was STRAIGHT&gt; That's why the #faggots killed him. #PERIOD #SonOfGod&gt;
339,3,3,0,0,0,#Minnesota is full of white trash
340,3,2,1,0,0,#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies
341,3,2,1,0,0,"#RebelScience ......is using an ACTUAL WOMAN as a genetic engineering lab for ""all natural clones""..... or something...... #faggot #rome"
342,3,2,1,0,0,"#SlightlyAdjusted RT @CapoToHeaven Alls niggers wanna do is fuck, tweet, and drink pineapple soda all day"
343,3,2,1,0,0,#SomethingIGetAlot Are you... asian? black? Hawaiian? gay? retarded? drunk?
344,3,3,0,0,0,#SouthCarolina is full of white trash
345,3,2,1,0,0,#ThingsIWillTeachMyChild how to play deez niggas n bitches dat be snakes
346,3,2,1,0,0,"#TrayvonMartin referred to Zimmerman as a ""creepy ass cracker"". Racist thug."
347,3,2,1,0,0,"#TweetLikePontiacHolmes&#160;
I do the Pontiac sprinkler...

Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga"
348,3,3,0,0,0,"#VinitaHegwood can get a job at the naacp. Or as The AG. I hear they like ""diversity and tolerance"". As long as you ain't a cracker #tcot"
349,3,2,1,0,0,#Virginia is full of white trash.
350,3,2,1,0,0,#WestVirginia is full of white trash.
351,3,2,0,1,0,"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;"
352,3,3,0,0,0,#firefighter is a job for white trash
353,3,2,0,1,0,#milesthompson #goauche #wetback #ca http://t.co/g3Ze8bqLPG
354,3,2,1,0,0,&#128514; &#8220;@BossmobbE: Racist all month .. Fuck u honkey&#8221;
355,3,2,1,0,0,&#128514; RT @TheOnlyReed: LMFAO RT @Tone314: If you watching porn &amp; beating off &amp; yo homie text u &amp; it show his name in the banner you're a faggot
356,3,2,1,0,0,&#128514;&#128514; fucc nicca yu pose to be pullin up
357,3,2,1,0,0,"&#128514;&#128514;&#128514; i just said that RT @BoyThats_ARYAH: My TL gotta chill with this pretty face challenge foolishness, y'all hoes agg"
358,3,2,1,0,0,&#128514;&#128514;&#128514;RT @kwagiheath: Them 1st 48 Charlotte goon niccas gon Fkkk around and burn Bank Of America stadium down&#128293;
359,3,2,1,0,0,&#128563; RT @KingHov1313: They recruited buku fags in here!&#128563;...a warehouse is no place for them!&#128530;
360,3,2,0,1,0,"&#193;lbum de fotos: gaywrites: In the Making, a project by and for queer students at Harvard, highlights the... http://t.co/XZQ9XmaQTf"
