index,count,hate_speech,offensive_language,neither,class,tweet,clean_tweet
96,5,0,0,5,2,white eventually is going to be sacrificing a pawn so that he can open up a huge attack against black ,white eventually is going to be sacrificing a pawn so that he can open up a huge attack against black
97,5,0,0,5,2,you're gonna grab the exchange here and the white is completely winning now ,you re gonna grab the exchange here and the white is completely winning now
98,5,0,0,5,2,attack black continues weakening,attack black continues weakening
99,5,0,0,5,2, b7 point is now under attack,b7 point is now under attack
100,5,0,0,5,2,Since black doesn't really see any threats here he plays rook the g8,since black doesn t really see any threats here he plays rook the g8
101,5,0,0,5,2,threat of f5 is pretty dangerous if black is ever allowed to play G,threat of f5 is pretty dangerous if black is ever allowed to play g
102,5,0,0,5,2,white will definitely have compensation before for this exchange sacrifice if black decides to get rid of the center,white will definitely have compensation before for this exchange sacrifice if black decides to get rid of the center
103,5,0,0,5,2,you know instinctively White has the advantage just because they have that extra tempo in the game,you know instinctively white has the advantage just because they have that extra tempo in the game
104,5,0,0,5,2,f2 is the most vulnerable black square on the board ,f2 is the most vulnerable black square on the board
105,5,0,0,5,2,there's a really big problem here it's hard to find the move for white,there s a really big problem here it s hard to find the move for white
106,5,0,0,5,2,now tal considers this to be the most flexible variation for black as now if white ever decides to push d5,now tal considers this to be the most flexible variation for black as now if white ever decides to push d5
107,5,0,0,5,2,The squares in front of the white king are blocked by black pieces ,the squares in front of the white king are blocked by black pieces
108,5,0,0,5,2,create a very nice victory but that only works if white immediately goes for this maneuver Knight,create a very nice victory but that only works if white immediately goes for this maneuver knight
109,5,0,0,5,2,after black prevents this Queen at five you guard the GCM and pawn you would at least lose a pawn with Knight,after black prevents this queen at five you guard the gcm and pawn you would at least lose a pawn with knight
110,5,0,0,5,2,The white pawn is continuously pushing the black bishop back ,the white pawn is continuously pushing the black bishop back
111,5,0,0,5,2,there is no move for white whatever you play,there is no move for white whatever you play
112,5,0,0,5,2,white simply grabs the knight and black decided to defend with tempo ,white simply grabs the knight and black decided to defend with tempo
113,5,0,0,5,2,Black is threatening Queen captures on f3,black is threatening queen captures on f3
114,5,0,0,5,2,the hit-and-run tactic boils down to a moment where you capture an enemy piece and at the same time move your piece out,the hit and run tactic boils down to a moment where you capture an enemy piece and at the same time move your piece out
115,5,0,0,5,2,white rook capturing the black bishop is a devastating move,white rook capturing the black bishop is a devastating move
116,5,0,0,5,2,now c6 trying to undermine the center and of course the white captures then black,now c6 trying to undermine the center and of course the white captures then black
117,5,0,0,5,2,"Whenever Nakamura plays as white, he beats the player who is playing as black",whenever nakamura plays as white he beats the player who is playing as black
118,5,0,0,5,2,was a better idea here for white,was a better idea here for white
119,5,0,0,5,2,white has to proceed very carefully as black still has a lot of pieces and the queen is very close to the white king,white has to proceed very carefully as black still has a lot of pieces and the queen is very close to the white king
120,5,0,0,5,2,he played knight captures on e for attacking the white queen now so he wants to trade queens,he played knight captures on e for attacking the white queen now so he wants to trade queens
121,5,0,0,5,2,sla de sensee books were in the middle of a bloody desert,sla de sensee books were in the middle of a bloody desert
122,5,0,0,5,2,this warrior has no health how much would this arch and suture would kill that guy okay i um crap slinger's probably dead,this warrior has no health how much would this arch and suture would kill that guy okay i um crap slinger s probably dead
123,5,0,0,5,2,we're not going to be able to actually kill this archer,we re not going to be able to actually kill this archer
124,5,0,0,5,2,I'm hoping over win system for tonight dances all over the dead bodies,i m hoping over win system for tonight dances all over the dead bodies
125,5,0,0,5,2,the Genghis 27 keeps kicking my ass god damn it,the genghis 27 keeps kicking my ass god damn it
126,5,0,0,5,2,no bigger alliance against nukes there is only Middle East,no bigger alliance against nukes there is only middle east
127,5,0,0,5,2,Sweden and China are at each other's throats.,sweden and china are at each other s throats
128,5,0,0,5,2,I'm gonna attack you,i m gonna attack you
129,5,0,0,5,2,we have met matthias that's another person to kill hello friend where are you at,we have met matthias that s another person to kill hello friend where are you at
130,5,0,0,5,2,get to expert marksman and take the city with the most damaged unit so it's in this into city center and nice and safe from an attack,get to expert marksman and take the city with the most damaged unit so it s in this into city center and nice and safe from an attack
131,5,0,0,5,2,looks like we'll have some neighbors they look friendly may I borrow some sugar please neighbor all you can burn my city down,looks like we ll have some neighbors they look friendly may i borrow some sugar please neighbor all you can burn my city down
132,5,0,0,5,2,i'm not giving him peace all right let's range to attack him and then here past our gayday,i m not giving him peace all right let s range to attack him and then here past our gayday
133,5,0,0,5,2,we can settle that city and then we can go and attack scotland i'm gonna move a little bit let the city-state get the first few attacks,we can settle that city and then we can go and attack scotland i m gonna move a little bit let the city state get the first few attacks
134,5,0,0,5,2,we're just going to be line horsemen and uh yeah pretty much go and kill our closest neighbor,we re just going to be line horsemen and uh yeah pretty much go and kill our closest neighbor
135,5,0,0,5,2,I wish to purge this world remove the people and leave the pachyderms,i wish to purge this world remove the people and leave the pachyderms
136,5,0,0,5,2,2569 was the first year people started dying in Venice,2569 was the first year people started dying in venice
137,5,0,0,5,2,I'm laying waste to Baghdad's Arabia,i m laying waste to baghdad s arabia
138,5,0,0,5,2,maybe at some point they'll get an alliance get them to invade the Congo as well,maybe at some point they ll get an alliance get them to invade the congo as well
139,5,0,0,5,2,i'm gonna have to gamble that we don't get attacked right away,i m gonna have to gamble that we don t get attacked right away
140,5,0,0,5,2,trying to find another city-state somewhere near australia so we can use them to attack australia,trying to find another city state somewhere near australia so we can use them to attack australia
141,5,0,0,5,2,it belongs to rome rebellion in 26 turns,it belongs to rome rebellion in 26 turns
142,5,0,0,5,2,it took one attack to kill my elephant,it took one attack to kill my elephant
143,5,0,0,5,2,ancient walls right we should be able to attack this i'm going to be so pissed if that's not ancient walls,ancient walls right we should be able to attack this i m going to be so pissed if that s not ancient walls
144,5,0,0,5,2,"Venice was turned into an irradiated pile of carbon, by Gandhi's first nuclear bomb. ",venice was turned into an irradiated pile of carbon by gandhi s first nuclear bomb
145,5,0,0,5,2,I can proudly say I'm finally rid of you,i can proudly say i m finally rid of you
146,5,0,0,5,2,there's just a massive eyesore of all your smelly soldiers just like camping out,there s just a massive eyesore of all your smelly soldiers just like camping out
147,5,0,0,5,2,"Then... Gandhi [Nuclear proliferation] -Oh, I hate Gandhi.",then gandhi nuclear proliferation oh i hate gandhi
148,5,0,0,5,2,I killed your great general i abducted him in an airship,i killed your great general i abducted him in an airship
149,5,0,0,5,2, he's going to attack the horsemen let's go civil service two sources,he s going to attack the horsemen let s go civil service two sources
150,5,0,0,5,2,we already killed or are killing that one scout so hopefully we can kill three barbarians to boost this,we already killed or are killing that one scout so hopefully we can kill three barbarians to boost this
151,5,0,0,5,2,Canada might have to kill you but at least they'll apologize for it,canada might have to kill you but at least they ll apologize for it
152,5,0,0,5,2,they just declared war,they just declared war
153,5,0,0,5,2,it's going to take a little more effort but we can still kill the city,it s going to take a little more effort but we can still kill the city
154,5,0,0,5,2,oh I phone some dirty Germans,oh i phone some dirty germans
155,5,0,0,5,2,there's gonna be a rebellion soon,there s gonna be a rebellion soon
156,5,0,0,5,2,we'll keep attacking indonesia,we ll keep attacking indonesia
157,5,0,0,5,2,I've taken all the original capitals but there's still some more conquering to do,i ve taken all the original capitals but there s still some more conquering to do
158,5,0,0,5,2,let's begin attacking the city ,let s begin attacking the city
159,5,0,0,5,2,so let's just attack the warrior unit wait till this immortal comes in ,so let s just attack the warrior unit wait till this immortal comes in
160,5,0,0,5,2,he just killed himself onto my warrior let's keep moving,he just killed himself onto my warrior let s keep moving
161,5,0,0,5,2,I'm sending Spearman out to kill your missionaries right now,i m sending spearman out to kill your missionaries right now
162,5,0,0,5,2,it's time to plan my attack on Paris I have four nukes that I didn't tell you about,it s time to plan my attack on paris i have four nukes that i didn t tell you about
163,5,0,0,5,2, the walls are absolutely insane ranged attack and the next turn will finish off the city,the walls are absolutely insane ranged attack and the next turn will finish off the city
164,5,0,0,5,2,I found Mecca totally gonna invade that later,i found mecca totally gonna invade that later
165,5,0,0,5,2,Katmandu are burning all of their horses what a bunch of [ __ ],katmandu are burning all of their horses what a bunch of
166,5,0,0,5,2,I do like diplomacy with the barbarian tribes and the ability to pay them to attack another civ,i do like diplomacy with the barbarian tribes and the ability to pay them to attack another civ
167,5,0,0,5,2,this raid clan earned gold the outpost will remain attack,this raid clan earned gold the outpost will remain attack
168,5,0,0,5,2,I can build like nukes I can do that if you want me to burn you,i can build like nukes i can do that if you want me to burn you
169,5,0,0,5,2,they kill the units but he's probably going to die next turn,they kill the units but he s probably going to die next turn
170,5,0,0,5,2,oh Jesus Christ yeah they killed that guy hard,oh jesus christ yeah they killed that guy hard
171,5,0,0,5,2,we either all die together or we all die separately,we either all die together or we all die separately
172,5,0,0,5,2,kill more gold with the capture of the city,kill more gold with the capture of the city
173,5,0,0,5,2,I might as well get an artist killed,i might as well get an artist killed
174,5,0,0,5,2,I'm gonna be like you know what I hate everyone everyone's okay kill you Alex,i m gonna be like you know what i hate everyone everyone s okay kill you alex
175,5,0,0,5,2,there's a lot of archers to kill,there s a lot of archers to kill
176,5,0,0,5,2,Genghis is gonna get a whole bunch of horses soon and probably invade,genghis is gonna get a whole bunch of horses soon and probably invade
177,5,0,0,5,2,you killed my dude because he's red,you killed my dude because he s red
178,5,0,0,5,2,Zanzibar attacked me so I was like quick peace ,zanzibar attacked me so i was like quick peace
179,5,0,0,5,2,the city state is dead so the encampment is dead so the scout should try to suicide onto me,the city state is dead so the encampment is dead so the scout should try to suicide onto me
180,5,0,0,5,2,let's see what they have to be up against oh it's a massacre oh it's horrible oh my god,let s see what they have to be up against oh it s a massacre oh it s horrible oh my god
181,5,0,0,5,2,there are some giant robots of death and of course it's Japan to build it first they are likely to take out this India,there are some giant robots of death and of course it s japan to build it first they are likely to take out this india
182,5,0,0,5,2,i feel like they can do some damage looking at the tech tree,i feel like they can do some damage looking at the tech tree
183,5,0,0,5,2,what's a little genocide between friends,what s a little genocide between friends
184,5,0,0,5,2,I'll make this city a puppet I won't kill everyone but now they all work for me,i ll make this city a puppet i won t kill everyone but now they all work for me
185,5,0,0,5,2,it's the 400th anniversary of our blood feud,it s the 400th anniversary of our blood feud
186,5,0,0,5,2,it is much more likely to end up dying or becoming enslaved or something like that,it is much more likely to end up dying or becoming enslaved or something like that
187,5,0,0,5,2,"Nuclear weapons became common place, and the war became even more devastating",nuclear weapons became common place and the war became even more devastating
188,5,0,0,5,2,there's just too many people mostly because I'm not killing all of them,there s just too many people mostly because i m not killing all of them
189,5,0,0,5,2,opposing civilizations receive double their awareness for fighting against gandhi,opposing civilizations receive double their awareness for fighting against gandhi
190,5,0,0,5,2,we'll attack a hokia next turn,we ll attack a hokia next turn
191,5,0,0,5,2,the archer can attack you so you're actually gonna just back out here,the archer can attack you so you re actually gonna just back out here
192,5,0,0,5,2,saladin's over here hard to attack on the water which kind of sucks so it looks like we're gonna need to bring an army over here,saladin s over here hard to attack on the water which kind of sucks so it looks like we re gonna need to bring an army over here
193,5,0,0,5,2,D'awww. Wars can be such a great family bonding experience!,d awww wars can be such a great family bonding experience
194,5,0,0,5,2,knock knock surprise you're dead let's do it who are you to oppose hammurabi,knock knock surprise you re dead let s do it who are you to oppose hammurabi
195,5,0,0,5,2,I then swarmed Medina as fast as I could and took it down within ten years,i then swarmed medina as fast as i could and took it down within ten years
196,5,0,0,5,2,i have no doubt that we shall kill it it's just going to take us a minute,i have no doubt that we shall kill it it s just going to take us a minute
197,5,0,0,5,2,we're probably gonna need archers and legions before we attack him,we re probably gonna need archers and legions before we attack him
198,5,0,0,5,2, begin the attack on roxborough,begin the attack on roxborough
199,5,0,0,5,2,England is attacking Scotland we've got to see if they survive,england is attacking scotland we ve got to see if they survive
200,5,0,0,5,2,yeah kill all the natives,yeah kill all the natives
201,5,0,0,5,2,I'm the supreme leader hard leading a country is hard and people are rioting,i m the supreme leader hard leading a country is hard and people are rioting
202,5,0,0,5,2,as for Africa I don't think any great power is gonna come from here,as for africa i don t think any great power is gonna come from here
203,5,0,0,5,2,Gandhi murdered my family,gandhi murdered my family
204,5,0,0,5,2,stop massive Asian empires from reaching any further into Europe,stop massive asian empires from reaching any further into europe
205,5,0,0,5,2,you all the Greeks know I want Machu Picchu,you all the greeks know i want machu picchu
206,5,0,0,5,2,I'm also simultaneously destroying the Siamese,i m also simultaneously destroying the siamese
207,5,0,0,5,2,I think this city is pretty much useless now,i think this city is pretty much useless now
208,5,0,0,5,2,i want to get the kill with the slinger here but it takes two turns to move an attack,i want to get the kill with the slinger here but it takes two turns to move an attack
209,5,0,0,5,2,oh wow and India is dead too so both Indians have been killed again by Cynthia and Korea,oh wow and india is dead too so both indians have been killed again by cynthia and korea
210,5,0,0,5,2,i think you could kill him right right hokia really kind of screwed us over a little bit,i think you could kill him right right hokia really kind of screwed us over a little bit
211,5,0,0,5,2,i could keep this archer here and attack um these archers the problem with that though is then i'll get triple attacked now i could also i think i can just straight up kill this guy hmm then we can kill this guy here or at least severely injure him,i could keep this archer here and attack um these archers the problem with that though is then i ll get triple attacked now i could also i think i can just straight up kill this guy hmm then we can kill this guy here or at least severely injure him
212,5,0,0,5,2,he even grabbed this Chinese sieve which China's dead oh man,he even grabbed this chinese sieve which china s dead oh man
213,5,0,0,5,2,we've got Gandhi over here in the purple and then like sexy mythical Gandhi,we ve got gandhi over here in the purple and then like sexy mythical gandhi
214,5,0,0,5,2,George Washington was the first president and killed a bunch of people,george washington was the first president and killed a bunch of people
215,5,0,0,5,2,Gonna stream some more CIV6 tonight w/ the sis.,gonna stream some more civ6 tonight w the sis
216,5,0,0,5,2,can we kill him i think we can yeah ,can we kill him i think we can yeah
217,5,0,0,5,2,you could just be a bold America and just steal something,you could just be a bold america and just steal something
218,5,0,0,5,2, they might get attacked by norway,they might get attacked by norway
219,5,0,0,5,2,it was a surprise attack and i'm i'm super happy that he declared war,it was a surprise attack and i m i m super happy that he declared war
220,5,0,0,5,2,your best man it tried so hard either killing my guys,your best man it tried so hard either killing my guys
221,5,0,0,5,2,now you're killing your own people,now you re killing your own people
222,5,0,0,5,2,we got to start watching the Zulu though I mean they they've got a huge control over Africa,we got to start watching the zulu though i mean they they ve got a huge control over africa
223,5,0,0,5,2,avoid burning to death in the hell you have just created ,avoid burning to death in the hell you have just created
224,5,0,0,5,2,I spent 990 years building an army to go to war with Mecca,i spent 990 years building an army to go to war with mecca
225,5,0,0,5,2,we will begin the attack on whatever that city's name is nice,we will begin the attack on whatever that city s name is nice
226,5,0,0,5,2,Montezuma declares war on me for no reason absolutely no reason it's just he just didn't like the way I looked apparently,montezuma declares war on me for no reason absolutely no reason it s just he just didn t like the way i looked apparently
227,5,0,0,5,2,we do want to kill three barbarians to get a boost,we do want to kill three barbarians to get a boost
228,5,0,0,5,2,they are also at worth to Congo it's a big deal you kind of want to take them out early,they are also at worth to congo it s a big deal you kind of want to take them out early
229,5,0,0,5,2,then the three attacking the city have the siege tower boost,then the three attacking the city have the siege tower boost
230,5,0,0,5,2,the city has been conquered its irradiated and rebelling,the city has been conquered its irradiated and rebelling
231,5,0,0,5,2,I see Poland mobilizing and they would attack naughty,i see poland mobilizing and they would attack naughty
232,5,0,0,5,2,we'll do the range attack thing one last time and i think the city should fall next turn,we ll do the range attack thing one last time and i think the city should fall next turn
233,5,0,0,5,2,i might sneaky surprise war kill the settler or kill the slinger and take the settler for our own,i might sneaky surprise war kill the settler or kill the slinger and take the settler for our own
234,5,0,0,5,2,they just out sourced it to some child labor sweatshop in East Asia,they just out sourced it to some child labor sweatshop in east asia
235,5,0,0,5,2,watch out for American Gandhi when he sees you have the oil to enter a blood list like a shark smelling blood Gandhi,watch out for american gandhi when he sees you have the oil to enter a blood list like a shark smelling blood gandhi
236,5,0,0,5,2,all of these units can attack buddha,all of these units can attack buddha
237,5,0,0,5,2, you can come here and attack one of the warriors,you can come here and attack one of the warriors
238,5,0,0,5,2,it's time for you to die Genghis Khan you will be my true opponent,it s time for you to die genghis khan you will be my true opponent
239,5,0,0,5,2,i'm gonna kill the swordsman with the wall hit here,i m gonna kill the swordsman with the wall hit here
240,5,0,0,5,2,Kathmandu is being under attacked by barbarians,kathmandu is being under attacked by barbarians
241,5,0,0,5,2,keep ranch attacking the city actually do a good amount of damage to the defenses,keep ranch attacking the city actually do a good amount of damage to the defenses
242,5,0,0,5,2,I'm also finally gonna take out France while I've got him exposed,i m also finally gonna take out france while i ve got him exposed
